fdc_id,description_en,description_de
175006,"Pancakes, plain, dry mix, complete, prepared","Pfannkuchen, pur, Trockenmischung, komplett, zubereitet"
175007,"Pancakes, plain, dry mix, incomplete (includes buttermilk)","Pfannkuchen, natur, Trockenmischung, unvollständig (einschließlich Buttermilch)"
175008,"Pancakes, plain, dry mix, incomplete, prepared","Pfannkuchen, einfach, Trockenmischung, unvollständig, zubereitet"
175009,"Pancakes, plain, prepared from recipe","Pfannkuchen, naturbelassen, nach Rezept zubereitet"
175010,"Pancakes, whole-wheat, dry mix, incomplete, prepared","Pfannkuchen, Vollkorn, Trockenmischung, unvollständig, zubereitet"
175011,"Pie, apple, commercially prepared, enriched flour","Kuchen, Apfel, kommerziell hergestelltes, angereichertes Mehl"
175012,"Pie, apple, prepared from recipe","Kuchen, Apfel, nach Rezept zubereitet"
175013,"Pie, banana cream, prepared from mix, no-bake type","Kuchen, Bananencreme, zubereitet aus einer Mischung, ohne Backen"
175014,"Pie, chocolate creme, commercially prepared","Kuchen, Schokoladencreme, kommerziell zubereitet"
175015,"Pie, chocolate mousse, prepared from mix, no-bake type","Kuchen, Schokoladenmousse, zubereitet aus einer Mischung, ohne Backen"
175016,"Pie, coconut creme, commercially prepared","Kuchen, Kokoscreme, kommerziell zubereitet"
175017,"Pie, coconut cream, prepared from mix, no-bake type","Torte, Kokoscreme, zubereitet aus einer Mischung, ohne Backen"
175018,"Pie, lemon meringue, prepared from recipe","Kuchen, Zitronenbaiser, nach Rezept zubereitet"
175019,"Pie, mince, prepared from recipe","Kuchen, Hackfleisch, nach Rezept zubereitet"
175020,"Pie, peach","Kuchen, Pfirsich"
175021,"Pie, pecan, commercially prepared","Kuchen, Pekannuss, kommerziell zubereitet"
175022,"Pie crust, standard-type, dry mix","Tortenkruste, Standardtyp, Trockenmischung"
175023,"Pie crust, standard-type, dry mix, prepared, baked","Tortenboden, Standardtyp, Trockenmischung, zubereitet, gebacken"
175024,"Pie crust, standard-type, frozen, ready-to-bake, enriched","Tortenboden, Standardtyp, gefroren, backfertig, angereichert"
175025,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked","Tortenboden, Standardtyp, gefroren, backfertig, angereichert, gebacken"
175026,"Pie crust, standard-type, prepared from recipe, baked","Tortenboden, Standardtyp, nach Rezept zubereitet, gebacken"
175027,"Rolls, dinner, egg","Brötchen, Abendessen, Ei"
175028,"Rolls, dinner, oat bran","Brötchen, Abendessen, Haferkleie"
175029,"Rolls, dinner, rye","Brötchen, Abendessen, Roggen"
175030,"Rolls, dinner, wheat","Brötchen, Abendessen, Weizen"
175031,"Rolls, hard (includes kaiser)","Brötchen, hart (einschließlich Kaiser)"
175032,"Strudel, apple","Strudel, Apfel"
175033,"Sweet rolls, cheese","Süße Brötchen, Käse"
175034,"Sweet rolls, cinnamon, commercially prepared with raisins","Süße Brötchen, Zimt, handelsüblich zubereitet mit Rosinen"
175035,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)","Toastgebäck, Obst (einschließlich Apfel, Blaubeere, Kirsche, Erdbeere)"
175036,"Tortillas, ready-to-bake or -fry, corn","Tortillas, fertig zum Backen oder Braten, Mais"
175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated","Tortillas, back- oder bratfertig, Mehl, gekühlt"
175038,"Waffles, plain, frozen, ready-to-heat","Waffeln, naturbelassen, gefroren, zum Aufwärmen"
175039,"Waffles, plain, prepared from recipe","Waffeln, natur, nach Rezept zubereitet"
175040,"Leavening agents, baking soda","Treibmittel, Backpulver"
175041,"Leavening agents, cream of tartar","Treibmittel, Weinstein"
175042,"Leavening agents, yeast, baker's, compressed","Treibmittel, Hefe, Bäcker, gepresst"
175043,"Leavening agents, yeast, baker's, active dry","Backtriebmittel, Hefe, Backhefe, Trockenhefe"
175044,"Bread, rice bran, toasted","Brot, Reiskleie, geröstet"
175045,"Muffins, blueberry, toaster-type, toasted","Muffins, Blaubeere, Toaster-Typ, geröstet"
175046,"Muffins, wheat bran, toaster-type with raisins, toasted","Muffins, Weizenkleie, Toaster-Typ mit Rosinen, geröstet"
175047,"Pancakes, buttermilk, prepared from recipe","Pfannkuchen, Buttermilch, nach Rezept zubereitet"
175048,"Waffles, plain, frozen, ready -to-heat, toasted","Waffeln, einfach, gefroren, zum Aufwärmen, getoastet"
175049,"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)","Bagels, natur, angereichert, ohne Calciumpropionat (einschließlich Zwiebeln, Mohn, Sesam)"
175050,"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)","Bagels, natur, nicht angereichert, mit Calciumpropionat (einschließlich Zwiebeln, Mohn, Sesam)"
175051,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)","Bagels, natur, nicht angereichert, ohne Calciumpropionat (einschließlich Zwiebeln, Mohn, Sesam)"
175052,"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, unenriched","Kuchen, Kaffeekuchen, Zimt mit Streuseln, kommerziell zubereitet, nicht angereichert"
175053,"Cake, pound, commercially prepared, other than all butter, unenriched","Kuchen, Pfund, kommerziell zubereitet, außer Butter, nicht angereichert"
175054,"Cake, pudding-type, white, unenriched, dry mix","Kuchen, Puddingtyp, weiß, nicht angereichert, Trockenmischung"
175055,"Cake, yellow, unenriched, dry mix","Kuchen, gelb, nicht angereichert, Trockenmischung"
175056,"Crackers, saltines, low salt (includes oyster, soda, soup)","Cracker, Saltines, wenig Salz (einschließlich Austern, Limonade, Suppe)"
175057,"Crackers, saltines, unsalted tops (includes oyster, soda, soup)","Cracker, Saltines, ungesalzene Toppings (einschließlich Austern, Limonade, Suppe)"
175058,"Crackers, standard snack-type, regular, low salt","Cracker, Standard-Snacktyp, normal, wenig Salz"
175059,"Crackers, wheat, low salt","Cracker, Weizen, wenig Salz"
175060,"Crackers, cheese, low sodium","Cracker, Käse, natriumarm"
175061,"Danish pastry, raspberry, unenriched","Plunderteig, Himbeere, nicht angereichert"
175062,"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)","Donuts, mit Hefe gesäuert, glasiert, nicht angereichert (einschließlich Honigbrötchen)"
175063,"English muffins, plain, enriched, without calcium propionate(includes sourdough)","Englische Muffins, natur, angereichert, ohne Calciumpropionat (einschließlich Sauerteig)"
175064,"Pie, fried pies, lemon","Kuchen, frittierte Kuchen, Zitrone"
175065,"Pie crust, standard-type, frozen, ready-to-bake, unenriched","Tortenboden, Standardtyp, gefroren, backfertig, nicht angereichert"
175066,"Popovers, dry mix, unenriched","Popovers, Trockenmischung, nicht angereichert"
175067,"Taco shells, baked, without added salt","Taco-Schalen, gebacken, ohne Salzzusatz"
175068,"Crackers, saltines, fat-free, low-sodium","Cracker, Saltines, fettfrei, natriumarm"
175069,"Tart, breakfast, low fat","Torte, Frühstück, fettarm"
175070,"Archway Home Style Cookies, Sugar Free Oatmeal","Archway Home Style Cookies, zuckerfreie Haferflocken"
175071,"Archway Home Style Cookies, Chocolate Chip Ice Box","Archway Home Style Cookies, Chocolate Chip Ice Box"
175072,"Archway Home Style Cookies, Iced Oatmeal","Kekse im Archway-Home-Stil, gefrorene Haferflocken"
175073,"Archway Home Style Cookies, Molasses","Kekse im Archway Home-Stil, Melasse"
175074,"Archway Home Style Cookies, Oatmeal","Archway Home Style Kekse, Haferflocken"
175075,"Archway Home Style Cookies, Oatmeal Raisin","Kekse im Archway-Home-Stil, Haferflocken-Rosinen"
175076,"Archway Home Style Cookies, Strawberry Filled","Archway Home Style Kekse, mit Erdbeeren gefüllt"
175077,"Archway Home Style Cookies, Reduced Fat Ginger Snaps","Kekse im Archway-Home-Stil, fettreduzierte Ingwer-Schnäppchen"
175078,"Artificial Blueberry Muffin Mix, dry","Künstlicher Blaubeer-Muffin-Mix, trocken"
175079,"Kraft, Stove Top Stuffing Mix Chicken Flavor","Kraft, Herdfüllungsmischung mit Hühnergeschmack"
175080,"Martha White Foods, Martha White's Chewy Fudge Brownie Mix, dry","Martha White Foods, Martha White's Chewy Fudge Brownie Mix, trocken"
175081,"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry","Martha White Foods, Buttermilchkeksmischung von Martha White, trocken"
175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch","Mission Foods, Mission Flour Tortillas, Soft Taco, 8 Zoll"
175083,"Nabisco, Nabisco Grahams Crackers","Nabisco, Nabisco Grahams Cracker"
175084,"Nabisco, Nabisco Oreo Crunchies, Cookie Crumb Topping","Nabisco, Nabisco Oreo Crunchies, Kekskrümel-Topping"
175085,"Game meat, deer, cooked, roasted","Wildfleisch, Hirsch, gekocht, gebraten"
175086,"Game meat, horse, raw","Game meat, horse, raw"
175087,"Game meat, horse, cooked, roasted","Wildfleisch, Pferd, gekocht, gebraten"
175088,"Beverages, tea, instant, lemon, unsweetened","Getränke, Tee, Instant, Zitrone, ungesüßt"
175089,"Beverages, tea, instant, lemon, sweetened, powder","Getränke, Tee, Instant, Zitrone, gesüßt, Pulver"
175090,"Beverages, tea, instant, lemon, sweetened, prepared with water","Getränke, Tee, Instant, Zitrone, gesüßt, mit Wasser zubereitet"
175091,"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder","Getränke, Tee, Instant, gesüßt mit Natriumsaccharin, Zitronengeschmack, Pulver"
175092,"Beverages, cocoa mix, with aspartame, powder, prepared with water","Getränke, Kakaomischung, mit Aspartam, Pulver, zubereitet mit Wasser"
175093,"Beverages, carbonated, cola, fast-food cola","Getränke, kohlensäurehaltig, Cola, Fastfood-Cola"
175094,"Beverages, fruit punch juice drink, frozen concentrate","Getränke, Fruchtpunsch-Saftgetränk, gefrorenes Konzentrat"
175095,"Beverages, fruit punch juice drink, frozen concentrate, prepared with water","Getränke, Fruchtpunsch-Saftgetränk, gefrorenes Konzentrat, zubereitet mit Wasser"
175096,"Beverages, water, tap, well","Getränke, Wasser, Wasserhahn, Brunnen"
175097,"Alcoholic beverage, liqueur, coffee, 53 proof","Alkoholisches Getränk, Likör, Kaffee, 53 Proof"
175098,"Alcoholic beverage, liqueur, coffee with cream, 34 proof","Alkoholisches Getränk, Likör, Kaffee mit Sahne, 34 Proof"
175099,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine","Getränke, kohlensäurehaltig, kalorienarm, Cola- oder Pfeffer-Typ, mit Aspartam, enthalten Koffein"
175100,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate","Getränke, Orangengetränk, Frühstückstyp, mit Saft und Fruchtfleisch, gefrorenes Konzentrat"
175101,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water","Getränke, Orangengetränk, Frühstückstyp, mit Saft und Fruchtfleisch, gefrorenes Konzentrat, zubereitet mit Wasser"
175102,"Beverages, shake, fast food, strawberry","Getränke, Shake, Fast Food, Erdbeere"
175103,"Beverages, water, tap, municipal","Getränke, Wasser, Leitungswasser, kommunal"
175104,"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated","Getränke, The COCA-COLA Company, DASANI, Wasser, in Flaschen, ohne Kohlensäure"
175105,"Beverages, orange breakfast drink, ready-to-drink, with added nutrients","Getränke, Orangen-Frühstücksgetränk, trinkfertig, mit zusätzlichen Nährstoffen"
175106,"Beverages, water, bottled, non-carbonated, CALISTOGA","Getränke, Wasser, in Flaschen, ohne Kohlensäure, CALISTOGA"
175107,"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER","Getränke, Wasser, in Flaschen abgefüllt, ohne Kohlensäure, CRYSTAL GEYSER"
175108,"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink","Getränke, COCA-COLA, POWERADE, Zitronen-Limetten-Geschmack, trinkfertig"
175109,"Beverages, Propel Zero, fruit-flavored, non-carbonated","Getränke, Propel Zero, mit Fruchtgeschmack, ohne Kohlensäure"
175110,"Beverages, ARIZONA, tea, ready-to-drink, lemon","Getränke, ARIZONA, Tee, trinkfertig, Zitrone"
175111,"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon","Getränke, LIPTON BRISK, Tee, schwarz, trinkfertig, Zitrone"
175112,"Alcoholic beverage, wine, dessert, dry","Alkoholisches Getränk, Wein, Dessert, trocken"
175113,"Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine","Kohlensäurehaltiges Getränk, kalorienarm, außer Cola oder Pfeffer, mit Saccharin-Natrium, ohne Koffein"
175114,"Beverages, Cocoa mix, low calorie, powder, with added calcium, phosphorus, aspartame, without added sodium or vitamin A","Getränke, Kakaomischung, kalorienarm, Pulver, mit Zusatz von Kalzium, Phosphor, Aspartam, ohne Zusatz von Natrium oder Vitamin A"
175115,"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water","Getränke, Fruchtpunsch-Getränk, Pulver, ohne Zusatz von Natrium, zubereitet mit Wasser"
175116,"Fish, herring, Atlantic, raw","Fisch, Hering, Atlantik, roh"
175117,"Fish, herring, Atlantic, cooked, dry heat","Fisch, Hering, Atlantik, gekocht, trockene Hitze"
175118,"Fish, herring, Atlantic, pickled","Fisch, Hering, Atlantik, eingelegt"
175119,"Fish, mackerel, Atlantic, raw","Fisch, Makrele, Atlantik, roh"
175120,"Fish, mackerel, Atlantic, cooked, dry heat","Fisch, Makrele, Atlantik, gekocht, trockene Hitze"
175121,"Fish, mackerel, jack, canned, drained solids","Fisch, Makrele, Makrele, Konserven, abgetropfte Feststoffe"
175122,"Fish, mackerel, king, raw","Fisch, Makrele, König, roh"
175123,"Fish, mullet, striped, raw","Fisch, Meeräsche, gestreift, roh"
175124,"Fish, mullet, striped, cooked, dry heat","Fisch, Meeräsche, gestreift, gekocht, trockene Hitze"
175125,"Fish, ocean perch, Atlantic, raw","Fisch, Barsch, Atlantik, roh"
175126,"Fish, ocean perch, Atlantic, cooked, dry heat","Fisch, Barsch, Atlantik, gekocht, trockene Hitze"
175127,"Fish, pike, northern, cooked, dry heat","Fisch, Hecht, nördlich, gekocht, trockene Hitze"
175128,"Fish, pike, walleye, raw","Fisch, Hecht, Zander, roh"
175129,"Fish, pollock, Atlantic, raw","Fisch, Seelachs, Atlantik, roh"
175130,"Fish, pollock, Alaska, raw (may contain additives to retain moisture)","Fisch, Seelachs, Alaska, roh (kann Zusätze zur Feuchtigkeitsspeicherung enthalten)"
175131,"Fish, rockfish, Pacific, mixed species, cooked, dry heat","Fisch, Felsenfisch, Pazifik, gemischte Arten, gekocht, trockene Hitze"
175132,"Fish, roe, mixed species, raw","Fisch, Rogen, gemischte Arten, roh"
175133,"Fish, roughy, orange, raw","Fisch, Raubarsch, Orange, roh"
175134,"Fish, sablefish, raw","Fisch, Zobelfisch, roh"
175135,"Fish, salmon, chum, canned, drained solids with bone","Fisch, Lachs, Kumpel, Dosen, abgetropfte Feststoffe mit Knochen"
175136,"Fish, salmon, coho, wild, raw","Fisch, Lachs, Koho, wild, roh"
175137,"Fish, salmon, coho, wild, cooked, moist heat","Fisch, Lachs, Coho, wild, gekocht, feuchte Hitze"
175138,"Fish, salmon, pink, raw","Fisch, Lachs, rosa, roh"
175139,"Fish, sardine, Atlantic, canned in oil, drained solids with bone","Fisch, Sardine, Atlantik, in Öl eingelegt, abgetropfte Feststoffe mit Knochen"
175140,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone","Fisch, Sardine, Pazifik, in Tomatensoße aus der Dose, abgetropfte Feststoffe mit Knochen"
175141,"Fish, scup, raw","Fisch, Scup, roh"
175142,"Fish, sea bass, mixed species, raw","Fisch, Wolfsbarsch, gemischte Arten, roh"
175143,"Fish, shark, mixed species, cooked, batter-dipped and fried","Fisch, Hai, gemischte Arten, gekocht, in Teig getaucht und frittiert"
175144,"Fish, sheepshead, raw","Fisch, Schafskopf, roh"
175145,"Fish, sheepshead, cooked, dry heat","Fisch, Schafskopf, gekocht, trockene Hitze"
175146,"Fish, smelt, rainbow, raw","Fisch, Stint, Regenbogen, roh"
175147,"Fish, smelt, rainbow, cooked, dry heat","Fisch, Stint, Regenbogen, gekocht, trockene Hitze"
175148,"Fish, sturgeon, mixed species, cooked, dry heat","Fisch, Stör, gemischte Arten, gekocht, trockene Hitze"
175149,"Fish, sturgeon, mixed species, smoked","Fisch, Stör, gemischte Arten, geräuchert"
175150,"Fish, sucker, white, raw","Fisch, Saugfisch, weiß, roh"
175151,"Fish, sunfish, pumpkin seed, raw","Fisch, Mondfisch, Kürbiskerne, roh"
175152,"Fish, tilefish, cooked, dry heat","Fisch, Kachelfisch, gekocht, trockene Hitze"
175153,"Fish, trout, mixed species, raw","Fisch, Forelle, gemischte Arten, roh"
175154,"Fish, trout, rainbow, wild, raw","Fisch, Forelle, Regenbogen, wild, roh"
175155,"Fish, trout, rainbow, wild, cooked, dry heat","Fisch, Forelle, Regenbogenforelle, wild, gekocht, trockene Hitze"
175156,"Fish, tuna, fresh, skipjack, raw","Fisch, Thunfisch, frisch, Bonito, roh"
175157,"Fish, tuna, white, canned in oil, drained solids","Fisch, Thunfisch, weiß, in Öl eingelegt, abgetropfte Feststoffe"
175158,"Fish, tuna, white, canned in water, drained solids","Fisch, Thunfisch, weiß, in Wasser eingelegt, abgetropfte Feststoffe"
175159,"Fish, tuna, fresh, yellowfin, raw","Fisch, Thunfisch, frisch, Gelbflossen-Thunfisch, roh"
175160,"Fish, tuna salad","Fisch, Thunfischsalat"
175161,"Fish, whiting, mixed species, cooked, dry heat","Fisch, Wittling, gemischte Arten, gekocht, trockene Hitze"
175162,"Fish, wolffish, Atlantic, raw","Fisch, Steinbeißer, Atlantik, roh"
175163,"Fish, yellowtail, mixed species, raw","Fisch, Gelbschwanz, gemischte Arten, roh"
175164,"Crustaceans, crab, alaska king, raw","Krebstiere, Krabben, Alaska King, roh"
175165,"Fish, catfish, channel, farmed, raw","Fisch, Wels, Kanal, gezüchtet, roh"
175166,"Fish, catfish, channel, farmed, cooked, dry heat","Fisch, Wels, Kanal, gezüchtet, gekocht, trockene Hitze"
175167,"Fish, salmon, Atlantic, farmed, raw","Fisch, Lachs, Atlantik, gezüchtet, roh"
